"age","job","marital","education","default","housing","loan","campaign","poutcome","y"
59,"retired","married","basic.4y","no","yes","yes",1,"nonexistent","no"
29,"services","married","basic.9y","no","yes","no",3,"nonexistent","no"
36,"admin.","married","high.school","no","no","no",1,"nonexistent","no"
41,"admin.","single","unknown","unknown","yes","no",2,"nonexistent","no"
55,"technician","married","basic.9y","unknown","no","no",1,"nonexistent","no"
39,"entrepreneur","married","professional.course","no","yes","no",2,"nonexistent","no"
48,"services","married","basic.6y","no","no","no",6,"nonexistent","no"
56,"admin.","married","university.degree","no","yes","no",5,"nonexistent","no"
63,"technician","married","unknown","no","yes","no",1,"nonexistent","no"
50,"self-employed","married","basic.9y","unknown","no","no",1,"nonexistent","no"
42,"blue-collar","married","basic.6y","unknown","yes","no",3,"nonexistent","no"
43,"unemployed","married","university.degree","unknown","no","no",1,"nonexistent","no"
32,"admin.","married","university.degree","no","yes","yes",1,"nonexistent","no"
28,"blue-collar","single","basic.9y","no","no","no",1,"nonexistent","no"
26,"blue-collar","married","professional.course","no","yes","no",2,"nonexistent","no"
24,"admin.","single","high.school","unknown","yes","no",1,"nonexistent","no"
38,"blue-collar","divorced","unknown","no","no","no",1,"nonexistent","no"
30,"services","married","high.school","unknown","yes","no",1,"nonexistent","no"
29,"blue-collar","single","basic.4y","no","yes","no",9,"failure","no"
56,"management","married","university.degree","no","no","no",2,"nonexistent","no"
36,"blue-collar","single","basic.9y","no","yes","yes",3,"nonexistent","yes"
33,"admin.","married","high.school","unknown","yes","no",4,"nonexistent","no"
47,"services","married","unknown","no","no","no",2,"nonexistent","no"
50,"housemaid","married","basic.4y","unknown","no","no",1,"nonexistent","no"
41,"services","married","basic.9y","no","no","no",1,"nonexistent","no"
54,"entrepreneur","divorced","unknown","no","no","yes",2,"failure","no"
32,"blue-collar","married","basic.9y","no","unknown","unknown",3,"nonexistent","no"
38,"admin.","single","university.degree","no","no","no",1,"nonexistent","no"
34,"management","single","high.school","no","yes","yes",2,"success","no"
34,"blue-collar","married","basic.9y","no","no","no",3,"nonexistent","no"
55,"admin.","married","unknown","no","yes","yes",3,"nonexistent","no"
31,"self-employed","married","university.degree","no","no","no",2,"nonexistent","no"
43,"technician","married","professional.course","no","yes","no",1,"nonexistent","no"
59,"unemployed","married","basic.4y","unknown","yes","no",9,"nonexistent","yes"
53,"technician","married","university.degree","no","unknown","unknown",2,"failure","yes"
56,"unemployed","married","professional.course","no","no","no",1,"failure","no"
32,"entrepreneur","married","basic.9y","unknown","yes","no",1,"nonexistent","no"
36,"blue-collar","married","basic.9y","unknown","yes","no",3,"nonexistent","no"
42,"blue-collar","married","basic.9y","no","no","no",5,"nonexistent","no"
29,"admin.","married","university.degree","no","yes","no",2,"nonexistent","no"
33,"services","married","high.school","unknown","no","no",6,"nonexistent","no"
56,"technician","married","unknown","no","no","no",2,"nonexistent","no"
31,"entrepreneur","divorced","high.school","no","yes","no",1,"nonexistent","no"
34,"management","married","high.school","no","yes","no",3,"nonexistent","no"
33,"blue-collar","married","basic.4y","no","yes","no",7,"nonexistent","no"
23,"housemaid","single","basic.4y","no","no","yes",6,"nonexistent","no"
26,"services","single","high.school","unknown","yes","yes",3,"nonexistent","no"
55,"management","married","university.degree","no","no","no",6,"nonexistent","no"
47,"services","divorced","basic.4y","no","yes","no",6,"nonexistent","no"
36,"blue-collar","married","professional.course","unknown","yes","no",5,"nonexistent","no"
33,"blue-collar","married","basic.6y","unknown","yes","yes",2,"nonexistent","no"
60,"retired","married","basic.4y","unknown","yes","no",2,"nonexistent","no"
49,"entrepreneur","married","university.degree","no","yes","no",2,"nonexistent","no"
35,"admin.","married","high.school","unknown","unknown","unknown",1,"nonexistent","no"
47,"admin.","divorced","high.school","no","no","no",1,"nonexistent","no"
30,"blue-collar","single","basic.9y","no","no","no",1,"nonexistent","no"
27,"blue-collar","single","basic.9y","no","no","yes",2,"nonexistent","no"
36,"admin.","single","high.school","no","no","no",1,"nonexistent","no"
46,"services","divorced","high.school","no","no","no",3,"nonexistent","no"
30,"entrepreneur","divorced","basic.6y","no","no","yes",1,"failure","no"
88,"retired","divorced","basic.4y","no","yes","yes",2,"nonexistent","no"
45,"services","divorced","high.school","unknown","no","no",12,"nonexistent","no"
30,"admin.","married","university.degree","no","yes","yes",6,"nonexistent","no"
43,"technician","single","basic.9y","no","yes","no",2,"nonexistent","no"
48,"retired","married","basic.4y","unknown","yes","yes",17,"nonexistent","no"
56,"unemployed","divorced","university.degree","unknown","yes","no",1,"nonexistent","no"
42,"technician","single","high.school","unknown","yes","no",1,"nonexistent","no"
30,"technician","single","university.degree","no","yes","yes",1,"nonexistent","no"
56,"housemaid","divorced","basic.4y","unknown","yes","no",5,"nonexistent","no"
35,"technician","married","high.school","no","unknown","unknown",2,"nonexistent","no"
39,"services","single","high.school","unknown","no","no",1,"nonexistent","no"
49,"unemployed","married","high.school","no","yes","no",1,"nonexistent","no"
30,"admin.","married","university.degree","no","yes","no",2,"failure","no"
39,"admin.","married","university.degree","no","no","no",9,"nonexistent","no"
32,"technician","single","university.degree","no","yes","no",2,"nonexistent","no"
59,"admin.","divorced","high.school","unknown","no","yes",3,"nonexistent","yes"
38,"technician","married","high.school","no","unknown","unknown",1,"nonexistent","no"
49,"technician","married","professional.course","no","yes","no",1,"nonexistent","no"
28,"admin.","married","high.school","no","unknown","unknown",3,"nonexistent","no"
39,"technician","married","high.school","no","yes","no",4,"success","no"
37,"blue-collar","married","basic.6y","no","unknown","unknown",1,"nonexistent","no"
51,"services","married","basic.9y","no","yes","no",3,"nonexistent","no"
31,"blue-collar","married","basic.4y","unknown","no","yes",1,"nonexistent","no"
59,"technician","divorced","basic.9y","no","yes","no",1,"nonexistent","no"
46,"admin.","divorced","university.degree","no","yes","no",2,"nonexistent","no"
36,"blue-collar","married","basic.9y","unknown","no","no",1,"nonexistent","no"
28,"management","single","university.degree","no","no","no",5,"nonexistent","yes"
31,"admin.","married","university.degree","no","yes","no",4,"nonexistent","no"
26,"services","single","high.school","no","yes","no",1,"nonexistent","no"
36,"blue-collar","single","basic.9y","unknown","yes","no",8,"nonexistent","no"
50,"entrepreneur","married","university.degree","no","yes","no",3,"nonexistent","no"
41,"unemployed","married","basic.9y","no","yes","no",1,"nonexistent","no"
50,"self-employed","married","professional.course","no","no","no",7,"nonexistent","no"
32,"blue-collar","single","high.school","no","no","yes",3,"nonexistent","no"
56,"self-employed","married","university.degree","no","no","no",3,"failure","no"
42,"admin.","married","high.school","no","yes","no",1,"nonexistent","no"
38,"technician","married","professional.course","unknown","no","no",2,"nonexistent","no"
36,"admin.","single","university.degree","no","no","no",5,"nonexistent","no"
45,"blue-collar","married","basic.6y","no","yes","no",8,"nonexistent","no"
52,"retired","married","basic.4y","unknown","unknown","unknown",4,"nonexistent","no"
55,"technician","married","university.degree","no","no","no",1,"nonexistent","no"
38,"self-employed","single","university.degree","no","no","no",1,"nonexistent","no"
71,"retired","married","basic.4y","no","yes","yes",1,"success","no"
22,"services","single","basic.4y","no","no","no",1,"nonexistent","no"
30,"admin.","single","university.degree","no","no","no",2,"nonexistent","yes"
78,"retired","married","high.school","no","yes","no",2,"failure","no"
30,"admin.","divorced","university.degree","no","yes","no",1,"nonexistent","no"
51,"blue-collar","married","basic.6y","no","yes","no",2,"nonexistent","no"
35,"management","divorced","university.degree","no","unknown","unknown",3,"nonexistent","no"
26,"student","single","unknown","no","yes","no",2,"nonexistent","no"
34,"services","married","high.school","no","no","no",14,"nonexistent","no"
49,"management","married","university.degree","no","yes","no",1,"nonexistent","no"
50,"blue-collar","divorced","basic.4y","no","no","no",5,"nonexistent","no"
51,"entrepreneur","married","university.degree","no","no","no",1,"nonexistent","no"
57,"retired","married","university.degree","no","yes","no",1,"failure","no"
33,"admin.","divorced","university.degree","no","yes","no",2,"nonexistent","no"
35,"admin.","married","university.degree","no","no","no",3,"nonexistent","no"
37,"admin.","single","high.school","no","no","no",2,"success","yes"
39,"admin.","single","university.degree","no","yes","no",1,"nonexistent","no"
39,"services","married","high.school","no","no","no",2,"nonexistent","no"
20,"student","single","high.school","no","no","no",2,"nonexistent","no"
55,"blue-collar","married","professional.course","unknown","yes","no",1,"nonexistent","no"
27,"student","single","professional.course","no","no","no",1,"nonexistent","no"
33,"admin.","married","high.school","no","no","no",2,"nonexistent","no"
24,"blue-collar","married","basic.9y","unknown","yes","no",1,"nonexistent","no"
39,"management","married","university.degree","no","no","no",1,"nonexistent","no"
55,"blue-collar","married","basic.9y","no","yes","yes",3,"nonexistent","no"
35,"unknown","married","basic.9y","no","no","no",2,"nonexistent","no"
55,"retired","divorced","basic.4y","unknown","no","no",4,"failure","yes"
42,"self-employed","married","high.school","no","no","no",1,"nonexistent","no"
50,"self-employed","divorced","university.degree","no","no","no",4,"nonexistent","no"
39,"management","married","university.degree","no","yes","no",1,"nonexistent","no"
40,"services","single","high.school","no","no","no",1,"nonexistent","no"
51,"services","single","high.school","unknown","no","no",3,"nonexistent","no"
59,"retired","unknown","university.degree","unknown","no","no",1,"nonexistent","no"
54,"technician","married","high.school","no","no","no",3,"failure","no"
42,"management","married","university.degree","unknown","yes","no",5,"nonexistent","no"
33,"technician","divorced","professional.course","no","yes","yes",1,"nonexistent","no"
26,"admin.","single","basic.4y","no","yes","yes",6,"nonexistent","no"
27,"management","married","university.degree","no","no","no",1,"nonexistent","no"
30,"technician","single","high.school","no","yes","no",1,"nonexistent","no"
42,"self-employed","married","high.school","unknown","yes","no",3,"nonexistent","no"
53,"unemployed","married","university.degree","no","unknown","unknown",1,"nonexistent","no"
36,"management","married","university.degree","no","unknown","unknown",1,"failure","yes"
29,"management","single","university.degree","no","yes","no",2,"nonexistent","no"
45,"services","married","professional.course","no","unknown","unknown",3,"nonexistent","no"
35,"services","single","basic.9y","no","no","no",5,"nonexistent","no"
33,"blue-collar","married","high.school","unknown","yes","no",1,"nonexistent","no"
38,"admin.","married","university.degree","no","yes","no",11,"nonexistent","no"
29,"blue-collar","married","basic.6y","no","no","yes",3,"nonexistent","no"
32,"admin.","married","high.school","no","yes","yes",1,"failure","no"
34,"technician","married","professional.course","no","unknown","unknown",3,"nonexistent","no"
36,"blue-collar","married","high.school","no","yes","no",1,"nonexistent","no"
51,"management","married","university.degree","no","no","no",17,"nonexistent","no"
34,"blue-collar","married","basic.4y","no","no","yes",1,"nonexistent","no"
50,"technician","married","university.degree","no","yes","yes",2,"nonexistent","no"
54,"blue-collar","married","basic.4y","unknown","no","no",6,"nonexistent","no"
